EPCC_category,EPCC_name,EPCC_code,mild,moderate,severe
Diagnostic codes for lung and thoracic disease,"Pleural effusion,",16.01.04,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Chylothorax,",16.01.07,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Empyema,",16.01.11,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Pleural disease: benign,",16.01.21,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Pleural disease: malignant,",16.01.22,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Oesophageal disorder,",16.20.10,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Oesophageal disease: benign,",16.20.01,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Oesophageal disease: malignant,",16.20.02,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Mediastinal disease,",16.05.13,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Mediastinal disease: benign,",16.05.11,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Mediastinal disease: malignant,",16.05.12,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Sternal tumour: benign,",16.40.33,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Sternal tumour: malignant,",16.40.34,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Sternal tumour: metastatic,",16.40.35,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Rib tumour: benign,",16.40.51,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Rib tumour: malignant,",16.40.52,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Rib tumour: metastatic,",16.40.53,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Diaphragm disease,",16.15.09,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Diaphragm disorder: acquired,",16.13.00,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Diaphragm paralysis,",16.13.20,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Musculoskeletal chest pain,",10.18.52,FALSE,FALSE,FALSE
Diagnostic codes for symptoms and signs,"Symptom-sign of heart disease,",10.17.00,FALSE,FALSE,FALSE
Diagnostic codes for symptoms and signs,"Symptom-sign of heart disease, Syncope,",10.40.01,FALSE,FALSE,FALSE
Diagnostic codes for symptoms and signs,"Symptom-sign of heart disease, Cyanosis,",10.17.03,FALSE,FALSE,FALSE
Diagnostic codes for symptoms and signs,"Symptom-sign of heart disease, Heart failure,",10.17.05,FALSE,FALSE,FALSE
Diagnostic codes for symptoms and signs,"Symptom-sign of heart disease, Cyanotic spells,",10.17.12,FALSE,FALSE,FALSE
Diagnostic codes for symptoms and signs,"Symptom-sign of heart disease, Palpitations,",10.17.13,FALSE,FALSE,FALSE
Diagnostic codes for symptoms and signs,"Symptom-sign of heart disease, Chest pain,",10.12.42,FALSE,FALSE,FALSE
Diagnostic codes for symptoms and signs,"Symptom-sign of heart disease, Failure to thrive,",10.12.39,FALSE,FALSE,FALSE
Diagnostic codes for symptoms and signs,"Symptom-sign of heart disease, Hypotension,",10.40.30,FALSE,FALSE,FALSE
Diagnostic codes for symptoms and signs,"Symptom-sign of heart disease, Angina pectoris,",10.12.51,FALSE,FALSE,FALSE
Diagnostic codes for symptoms and signs,"Symptom-sign of heart disease, Shock,",10.17.23,FALSE,FALSE,FALSE
Diagnostic codes for symptoms and signs,"Cardiac symptom without pathology,",10.17.09,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"No pre-procedural risk factors,",10.20.00,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Preprocedural risk factor,",10.20.19,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Weight less than 2.5 kg,",10.22.07,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Obesity (Body Mass Index over 30),",14.03.59,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Preprocedural arrhythmia,",10.20.03,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Preprocedural complete atrioventricular block,",11.06.35,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Preprocedural shock,",10.20.02,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Preprocedural shock, Preprocedural shock at time of surgery (persistent),",10.20.31,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Preprocedural shock, Preprocedural shock resolved by time of surgery,",10.20.32,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Preprocedural cardiopulmonary resuscitation (less than 48 hours),",10.20.33,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Preprocedural acidosis,",10.20.05,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Preprocedural myocardial dysfunction,",10.20.34,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Preprocedural pulmonary hypertension,",10.20.16,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Preprocedural pulmonary hypertension (pulmonary pressure more than or equal to systemic pressure): echo data,",10.20.45,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Preprocedural pulmonary hypertension (pulmonary pressure more than or equal to systemic pressure): catheter data,",10.20.46,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Elevated lung resistance for biventricular repair (over 6 Wood units),",10.13.63,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Elevated lung resistance for heart transplant (over 4 Wood units),",10.13.64,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Elevated lung resistance for univentricular repair (over 2 Wood units),",10.13.65,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Preprocedural respiratory syncytial virus (RSV) infection,",10.20.37,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Preprocedural mechanical ventilatory support,",10.20.14,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Preprocedural tracheostomy,",10.20.17,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Preprocedural renal failure (creatinine over 1.5 times upper limit of normal for age),",10.20.07,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Preprocedural renal failure (creatinine over 1.5 times upper limit of normal for age), Preprocedural renal failure requiring dialysis,",10.20.08,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Preprocedural necrotising enterocolitis: treated medically,",10.20.38,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Preprocedural necrotising enterocolitis: treated surgically,",10.20.39,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Preprocedural coagulation disorder,",10.20.06,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Preprocedural mechanical circulatory support,",10.20.15,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Preprocedural septicaemia,",10.20.09,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Preprocedural endocarditis,",10.06.65,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Preprocedural neurological impairment,",10.20.12,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Preprocedural seizures,",10.20.18,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Preprocedural cerebral abnormality on imaging,",10.20.13,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Diabetes mellitus,",14.03.90,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Diabetes mellitus, Diabetes mellitus: requiring insulin,",14.04.94,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Diabetes mellitus, Diabetes mellitus: on oral therapy,",14.04.95,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Diabetes mellitus, Diabetes mellitus: managed with diet alone,",14.04.96,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Hypothyroidism,",14.03.52,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Hyperthyroidism,",14.03.75,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Smoking: tobacco use,",14.04.70,FALSE,FALSE,FALSE
Diagnostic codes for Preoperative Risk Factors,"Personal history of ischaemic heart disease,",10.18.48,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal abnormality,",14.10.01,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal abnormality, Increased nuchal thickness,",14.10.12,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal abnormality, Intrauterine growth restriction (retardation),",14.10.34,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal abnormality, Fetal fluid retention,",14.12.20,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal abnormality, Fetal hydrops,",14.10.02,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal abnormality, Fetal heart failure,",14.10.98,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal abnormality, Fetal heart failure due to extracardiac disease,",14.10.99,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal abnormality, Twin-to-twin transfusion syndrome,",14.10.11,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal abnormality, Fetal arrhythmia,",14.10.06,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal abnormality, Fetal cardiomegaly,",14.10.95,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Abnormal fetal Cardiovascular Profile Score (Huhta),",14.13.52,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal infection,",14.05.41,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal cardiac abnormality not detected,",14.10.00,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal echocardiographic examination,",13.01.01,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal echocardiographic examination, Satisfactory fetal cardiac images,",13.01.89,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal echocardiographic examination, Inadequate fetal cardiac images,",13.01.90,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal echocardiographic examination, Transabdominal fetal echocardiographic examination,",13.01.25,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal echocardiographic examination, Transvaginal fetal echocardiographic examination,",13.01.26,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal echocardiographic abnormality,",14.10.25,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal echocardiographic abnormality, Fetal structural heart abnormality,",14.10.60,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal echocardiographic abnormality, Fetal echogenic focus ('golf ball'),",14.10.08,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal echocardiographic abnormality, Fetal venous Doppler flow(s) abnormal for gestational age,",14.10.26,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal echocardiographic abnormality, Fetal unexplained right heart dominance,",14.10.07,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal echocardiographic abnormality, Fetal unexplained left heart dominance,",14.10.45,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal echocardiographic abnormality, Fetal abnormal 4 chamber view,",14.10.52,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal echocardiographic abnormality, Fetal abnormal great arterial view,",14.10.53,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal echocardiographic abnormality, Fetal arterial Doppler flow(s) abnormal for gestational age,",14.11.40,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal echocardiographic abnormality, Fetal aortic arch flow abnormal for gestational age,",14.11.41,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal echocardiographic abnormality, Fetal reversal of aortic arch blood flow for gestational age,",14.11.42,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal echocardiographic abnormality, Fetal ductal arch flow abnormal for gestational age,",14.11.43,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal echocardiographic abnormality, Fetal reversal of ductal arch blood flow for gestational age,",14.11.44,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal failure of right ventricular growth,",14.10.90,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal progression of right ventricular outflow tract obstruction,",14.10.27,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal failure of left ventricular growth,",14.10.91,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal progression of left ventricular outflow tract obstruction,",14.10.28,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal heart muscle abnormality,",14.11.80,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal cardiomyopathy,",14.11.81,FALSE,FALSE,FALSE
Fetal Specific Short List Codes,"Fetal ventricular dysfunction,",14.11.87,FALSE,FALSE,FALSE
ERROR,Imported diagnosis not matching EPCC. Requires manual intervention.,ERROR,FALSE,FALSE,FALSE
